#T	CV	Fehler CV
91.21	11.5	0.4	
100.22	10.5	0.4
108.07	14.6	0.6
116.92	15.1	0.6
126.04	14.1	0.5
134.71	14.6	0.6
143.43	15.2	0.6
152.41	15.0	0.6
161.44	15.3	0.6
170.99	14.5	0.5
180.34	14.9	0.6
189.23	15.6	0.6
198.16	15.6	0.6
206.87	15.2	0.7
216.12	15.2	0.6
225.15	15.6	0.6
233.21	17.5	0.8
241.54	17.0	0.7
250.16	18.0	0.8
256.78	23.5	0.3
263.66	24.7	0.3
274.41	15.8	0.6
285.47	15.4	0.5
293.21	22.0	0.1
298.64	26.1	0.8
